filename,Sensor,Date,Time_UTC,Min_Lon,Min_Lat,Max_Lon,Max_Lat,CRS,Width_px,Height_px,File_Size_KB,Plume_Area_km2,Plume_Intensity_ppm_m,Emission_Rate_kg_hr,methane_detected
GAO20201123t183901p0000-A_l3a-vis-ch4-mf-v002_plume_2020-11-23.tif,gao,20201123,183901,248134.5,3951922.5,248589.0,3952377.0,EPSG:32611,101,101,48.13,,,,1
GAO20201123t194126p0000-A_l3a-ch4-mf-v1_concentrations_2020-11-23.tif,gao,20201123,194126,263389.5,3906900.0,263569.5,3907089.0,EPSG:32611,40,42,7.03,,,,1
GAO20201123t194126p0000-A_l3a-vis-ch4-mf-v002_plume_2020-11-23.tif,gao,20201123,194126,263236.5,3906765.0,263686.5,3907219.5,EPSG:32611,100,101,47.66,,,,1
GAO20211105t175006p0000-A_l3a-ch4-mf-v1_concentrations_2021-11-05.tif,gao,20211105,175006,314825.0,3926986.0,314996.5,3927136.5,EPSG:32611,49,43,8.7,,,,1
GAO20211105t175006p0000-A_l3a-vis-ch4-mf-v002_plume_2021-11-05.tif,gao,20211105,175006,314734.0,3926881.0,315087.5,3927234.5,EPSG:32611,101,101,48.13,,,,1
GAO20211105t194629p0000-A_l3a-ch4-mf-v1_concentrations_2021-11-05.tif,gao,20211105,194629,263182.5,3906910.0,263546.5,3907277.5,EPSG:32611,104,105,43.15,,,,1
GAO20211105t194629p0000-A_l3a-vis-ch4-mf-v002_plume_2021-11-05.tif,gao,20211105,194629,263172.0,3906882.0,263560.5,3907270.5,EPSG:32611,111,111,48.92,,,,1
GAO20211108t195237p0000-B_l3a-ch4-mf-v1_concentrations_2021-11-08.tif,gao,20211108,195237,263200.0,3906892.5,263536.0,3907281.0,EPSG:32611,96,111,42.12,,,,1
GAO20211108t195237p0000-B_l3a-vis-ch4-mf-v002_plume_2021-11-08.tif,gao,20211108,195237,263158.0,3906878.5,263585.0,3907309.0,EPSG:32611,122,123,59.41,,,,1
GAO20211112t180957p0000-A_l3a-ch4-mf-v1_concentrations_2021-11-12.tif,gao,20211112,180957,313484.5,3925558.0,313624.5,3925740.0,EPSG:32611,40,52,8.6,,,,1
GAO20211112t180957p0000-A_l3a-vis-ch4-mf-v002_plume_2021-11-12.tif,gao,20211112,180957,313379.5,3925463.5,313733.0,3925813.5,EPSG:32611,101,100,40.23,,,,1
GAO20211112t205213p0000-A_l3a-ch4-mf-v1_concentrations_2021-11-12.tif,gao,20211112,205213,262846.5,3905912.5,263550.0,3907081.5,EPSG:32611,201,334,262.9,,,,1
GAO20211112t205213p0000-A_l3a-vis-ch4-mf-v002_plume_2021-11-12.tif,gao,20211112,205213,263081.0,3906528.5,263665.5,3907109.5,EPSG:32611,167,166,109.12,,,,1
GAO20211113t184257p0000-A_l3a-ch4-mf-v1_concentrations_2021-11-13.tif,gao,20211113,184257,313470.5,3925673.5,313628.0,3926037.5,EPSG:32611,45,104,18.76,,,,1
GAO20211113t184257p0000-A_l3a-vis-ch4-mf-v002_plume_2021-11-13.tif,gao,20211113,184257,313355.0,3925701.5,313736.5,3926079.5,EPSG:32611,109,108,46.77,,,,1
GAO20230612t171222p0000-C_l3a-ch4-mf-v1_concentrations_2023-06-12.tif,gao,20230612,171222,859365.5,3932334.0,859488.0,3932505.5,EPSG:32610,35,49,7.16,,,,1
GAO20230612t171222p0000-C_l3a-vis-ch4-mf-v002_plume_2023-06-12.tif,gao,20230612,171222,859267.5,3932253.5,859621.0,3932603.5,EPSG:32610,101,100,40.23,,,,1
GAO20230612t172337p0000-A_l3a-ch4-mf-v1_concentrations_2023-06-12.tif,gao,20230612,172337,858081.0,3930815.0,858224.5,3930916.5,EPSG:32610,41,29,5.11,,,,1
GAO20230612t172337p0000-A_l3a-vis-ch4-mf-v002_plume_2023-06-12.tif,gao,20230612,172337,857979.5,3930692.5,858329.5,3931046.0,EPSG:32610,100,101,47.66,,,,1
GAO20230612t191653p0000-E_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-12.tif,gao,20230612,191653,808839.5,3908908.5,809417.0,3909486.0,EPSG:32610,165,165,109.15,,,,1
GAO20230612t191653p0000-E_l3a-vis-ch4-mf-v002_plume_2023-06-12.tif,gao,20230612,191653,808804.5,3908884.0,809305.0,3909381.0,EPSG:32610,143,142,86.84,,,,1
GAO20230614t191729p0000-E_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-14.tif,gao,20230614,191729,824316.5,3897670.0,824887.0,3898240.5,EPSG:32610,163,163,107.84,,,,1
GAO20230614t191729p0000-E_l3a-vis-ch4-mf-v002_plume_2023-06-14.tif,gao,20230614,191729,824379.5,3897806.5,824729.5,3898160.0,EPSG:32610,100,101,47.66,,,,1
GAO20230614t193553p0000-C_l3a-ch4-mf-v1_concentrations_2023-06-14.tif,gao,20230614,193553,809004.0,3908968.0,809284.0,3909283.0,EPSG:32610,80,90,28.61,,,,1
GAO20230614t193553p0000-C_l3a-vis-ch4-mf-v002_plume_2023-06-14.tif,gao,20230614,193553,808979.5,3908975.0,809333.0,3909325.0,EPSG:32610,101,100,40.23,,,,1
GAO20230614t193553p0000-H_l3a-ch4-mf-v1_concentrations_2023-06-14.tif,gao,20230614,193553,809004.0,3908968.0,809284.0,3909283.0,EPSG:32610,80,90,28.61,,,,1
GAO20230614t193553p0000-H_l3a-vis-ch4-mf-v002_plume_2023-06-14.tif,gao,20230614,193553,808979.5,3908975.0,809329.5,3909325.0,EPSG:32610,100,100,39.84,,,,1
GAO20230616t181741p0000-A_l3a-ch4-mf-v1_concentrations_2023-06-16.tif,gao,20230616,181741,858067.0,3930797.5,858214.0,3930916.5,EPSG:32610,42,34,6.04,,,,1
GAO20230616t181741p0000-A_l3a-vis-ch4-mf-v002_plume_2023-06-16.tif,gao,20230616,181741,857969.0,3930678.5,858319.0,3931028.5,EPSG:32610,100,100,39.84,,,,1
GAO20230620t185446p0000-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-20.tif,gao,20230620,185446,791283.5,3953400.5,791420.0,3953537.0,EPSG:32610,39,39,6.65,,,,1
GAO20230620t185446p0000-B_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,185446,791175.0,3953285.0,791528.5,3953638.5,EPSG:32610,101,101,48.13,,,,1
GAO20230620t200611p0000-G_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-20.tif,gao,20230620,200611,859141.5,3932162.5,859719.0,3932740.0,EPSG:32610,165,165,107.22,,,,1
GAO20230620t200611p0000-G_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,200611,859250.0,3932194.0,859603.5,3932547.5,EPSG:32610,101,101,40.63,,,,1
GAO20230620t200611p0000-N_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-20.tif,gao,20230620,200611,859096.0,3932152.0,859673.5,3932729.5,EPSG:32610,165,165,107.22,,,,1
GAO20230620t200611p0000-N_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,200611,859250.0,3932194.0,859603.5,3932547.5,EPSG:32610,101,101,40.63,,,,1
GAO20230620t201211p0000-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-20.tif,gao,20230620,201211,859295.5,3932355.0,859453.0,3932512.5,EPSG:32610,45,45,8.62,,,,1
GAO20230620t201211p0000-B_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,201211,859232.5,3932201.0,859582.5,3932554.5,EPSG:32610,100,101,4.69,,,,1
GAO20230620t201211p0000-O_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-20.tif,gao,20230620,201211,859141.5,3932162.5,859719.0,3932740.0,EPSG:32610,165,165,107.22,,,,1
GAO20230620t201211p0000-O_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,201211,859232.5,3932243.0,859582.5,3932593.0,EPSG:32610,100,100,39.84,,,,1
GAO20230620t201746p0000-A_l3a-ch4-mf-v1_concentrations_2023-06-20.tif,gao,20230620,201746,858077.5,3930720.5,858343.5,3930923.5,EPSG:32610,76,58,17.7,,,,1
GAO20230620t201746p0000-A_l3a-vis-ch4-mf-v002_plume_2023-06-20.tif,gao,20230620,201746,858025.0,3930657.5,858375.0,3931011.0,EPSG:32610,100,101,47.66,,,,1
GAO20230627t181320p0000-D_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-27.tif,gao,20230627,181320,808962.0,3908912.0,809448.5,3909398.5,EPSG:32610,139,139,76.84,,,,1
GAO20230627t181320p0000-D_l3a-vis-ch4-mf-v002_plume_2023-06-27.tif,gao,20230627,181320,809014.5,3908964.5,809368.0,3909318.0,EPSG:32610,101,101,7.01,,,,1
GAO20230627t184228p0000-A_l3a-ch4-mf-v1_concentrations_2023-06-27.tif,gao,20230627,184228,824341.0,3889704.0,824453.0,3889854.5,EPSG:32610,32,43,5.84,,,,1
GAO20230627t184228p0000-A_l3a-vis-ch4-mf-v002_plume_2023-06-27.tif,gao,20230627,184228,824215.0,3889595.5,824568.5,3889949.0,EPSG:32610,101,101,48.13,,,,1
GAO20230628t163422p0000-E_l3a-ime-co2-mfal-v1_ime-cmf-concentrations_2023-06-28.tif,gao,20230628,163422,859197.5,3931711.0,859761.0,3932274.5,EPSG:32610,161,161,106.53,,,,1
GAO20230628t163422p0000-E_l3a-vis-co2-mfa-v002_plume_2023-06-28.tif,gao,20230628,163422,859337.5,3931851.0,859691.0,3932204.5,EPSG:32610,101,101,48.13,,,,1
GAO20230628t191011p0000-C_l3a-ime-ch4-mf-v1_ime-cmf-concentrations_2023-06-28.tif,gao,20230628,191011,859372.5,3932393.5,859516.0,3932537.0,EPSG:32610,41,41,7.27,,,,1
GAO20230628t191011p0000-C_l3a-vis-ch4-mf-v002_plume_2023-06-28.tif,gao,20230628,191011,859271.0,3932285.0,859624.5,3932635.0,EPSG:32610,101,100,3.93,,,,1
tan20240919t143734c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2024-09-19.tif,tan,20240919,143734,382050.0,6511410.0,384180.0,6513540.0,EPSG:32720,71,71,24.04,,,,1
tan20240919t143734c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2024-09-19.tif,tan,20240919,143734,382110.0,6510750.0,385140.0,6513780.0,EPSG:32720,101,101,6.07,,,,1
tan20240930t143556c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2024-09-30.tif,tan,20240930,143556,382410.0,6511620.0,384000.0,6513210.0,EPSG:32720,53,53,11.7,,,,1
tan20240930t143556c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2024-09-30.tif,tan,20240930,143556,381990.0,6510480.0,385020.0,6513510.0,EPSG:32720,101,101,4.32,,,,1
tan20240930t190233c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2024-09-30.tif,tan,20240930,190233,313440.0,3924990.0,314310.0,3925860.0,EPSG:32611,29,29,3.99,,,,1
tan20240930t190233c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2024-09-30.tif,tan,20240930,190233,312330.0,3924060.0,315360.0,3927060.0,EPSG:32611,101,100,3.23,,,,1
tan20250203t191818c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-02-03.tif,tan,20250203,191818,262470.0,3905970.0,264480.0,3907980.0,EPSG:32611,67,67,18.28,,,,1
tan20250203t191818c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-02-03.tif,tan,20250203,191818,262140.0,3905340.0,265140.0,3908370.0,EPSG:32611,100,101,4.95,,,,1
tan20250317t145639c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-03-17.tif,tan,20250317,145639,381510.0,6510720.0,384900.0,6514110.0,EPSG:32720,113,113,56.41,,,,1
tan20250317t145639c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-03-17.tif,tan,20250317,145639,381090.0,6509820.0,384120.0,6512820.0,EPSG:32720,101,100,6.24,,,,1
tan20250405t144543c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-04-05.tif,tan,20250405,144543,381660.0,6510780.0,384690.0,6513810.0,EPSG:32720,101,101,48.12,,,,1
tan20250405t144543c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-04-05.tif,tan,20250405,144543,381060.0,6510270.0,384060.0,6513270.0,EPSG:32720,100,100,5.35,,,,1
tan20250429t142242c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-04-29.tif,tan,20250429,142242,581610.0,6141960.0,583740.0,6144090.0,EPSG:32721,71,71,20.43,,,,1
tan20250429t142242c00s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-04-29.tif,tan,20250429,142242,581400.0,6142320.0,584400.0,6145350.0,EPSG:32721,100,101,8.68,,,,1
tan20250607t191618c33s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-06-07.tif,tan,20250607,191618,262920.0,3906540.0,263910.0,3907530.0,EPSG:32611,33,33,4.96,,,,1
tan20250607t191618c33s4001-B_l3a-vis-ch4-mfa-v3_plume_2025-06-07.tif,tan,20250607,191618,261840.0,3905670.0,264840.0,3908700.0,EPSG:32611,100,101,4.58,,,,1
tan20250609t192940c02s4001-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-06-09.tif,tan,20250609,192940,262920.0,3906300.0,263970.0,3907350.0,EPSG:32611,35,35,5.49,,,,1
tan20250609t192940c02s4001-D_l3a-vis-ch4-mfa-v3_plume_2025-06-09.tif,tan,20250609,192940,261870.0,3905220.0,264870.0,3908250.0,EPSG:32611,100,101,3.19,,,,1
tan20250610t142811c36s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-06-10.tif,tan,20250610,142811,581940.0,6142170.0,583230.0,6143460.0,EPSG:32721,43,43,7.93,,,,1
tan20250610t142811c36s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-06-10.tif,tan,20250610,142811,582120.0,6139050.0,587670.0,6144630.0,EPSG:32721,185,186,15.2,,,,1
tan20250621t191825c25s4001-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-06-21.tif,tan,20250621,191825,263100.0,3906600.0,263790.0,3907290.0,EPSG:32611,23,23,2.77,,,,1
tan20250621t191825c25s4001-D_l3a-vis-ch4-mfa-v3_plume_2025-06-21.tif,tan,20250621,191825,261930.0,3905370.0,264930.0,3908400.0,EPSG:32611,100,101,2.8,,,,1
tan20250705t192043c21s4001-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-07-05.tif,tan,20250705,192043,263250.0,3906690.0,263760.0,3907200.0,EPSG:32611,17,17,1.84,,,,1
tan20250705t192043c21s4001-C_l3a-vis-ch4-mfa-v3_plume_2025-07-05.tif,tan,20250705,192043,261930.0,3905490.0,264960.0,3908490.0,EPSG:32611,101,100,2.75,,,,1
tan20250707t151141c33s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-07-07.tif,tan,20250707,151141,382320.0,6511680.0,384150.0,6513510.0,EPSG:32720,61,61,15.26,,,,1
tan20250707t151141c33s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-07-07.tif,tan,20250707,151141,379410.0,6511920.0,385380.0,6517920.0,EPSG:32720,199,200,13.54,,,,1
tan20250707t151141c33s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-07-07.tif,tan,20250707,151141,382620.0,6512190.0,383010.0,6512580.0,EPSG:32720,13,13,1.37,,,,1
tan20250707t151141c33s4001-B_l3a-vis-ch4-mfa-v3_plume_2025-07-07.tif,tan,20250707,151141,379320.0,6511920.0,385440.0,6518040.0,EPSG:32720,204,204,14.53,,,,1
tan20250802t192420c21s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-08-02.tif,tan,20250802,192420,263130.0,3906630.0,263820.0,3907320.0,EPSG:32611,23,23,2.77,,,,1
tan20250802t192420c21s4001-B_l3a-vis-ch4-mfa-v3_plume_2025-08-02.tif,tan,20250802,192420,261810.0,3905250.0,264810.0,3908280.0,EPSG:32611,100,101,3.16,,,,1
tan20250825t151817c73s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-08-25.tif,tan,20250825,151817,381660.0,6511080.0,384630.0,6514050.0,EPSG:32720,99,99,39.44,,,,1
tan20250825t151817c73s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-08-25.tif,tan,20250825,151817,379380.0,6511080.0,383520.0,6515220.0,EPSG:32720,138,138,9.32,,,,1
tan20250826t143923c11s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-08-26.tif,tan,20250826,143923,582210.0,6142560.0,582900.0,6143250.0,EPSG:32721,23,23,2.77,,,,1
tan20250826t143923c11s4001-A_l3a-vis-ch4-mfa-v3_plume_2025-08-26.tif,tan,20250826,143923,578910.0,6138840.0,583800.0,6143730.0,EPSG:32721,163,163,22.11,,,,1
tan20250826t143923c11s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations_2025-08-26.tif,tan,20250826,143923,581310.0,6141270.0,584220.0,6144180.0,EPSG:32721,97,97,40.55,,,,1
tan20250826t143923c11s4001-B_l3a-vis-ch4-mfa-v3_plume_2025-08-26.tif,tan,20250826,143923,579510.0,6139110.0,583890.0,6143520.0,EPSG:32721,146,147,17.74,,,,1
synthetic_neg_001.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_002.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_003.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_004.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_005.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_006.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_007.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_008.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_009.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_010.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_011.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_012.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_013.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_014.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_015.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_016.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_017.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_018.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_019.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_020.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_021.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_022.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_023.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_024.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_025.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_026.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_027.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_028.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_029.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_030.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_031.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_032.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_033.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_034.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_035.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_036.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_037.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_038.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_039.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_040.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_041.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_042.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_043.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_044.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_045.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_046.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_047.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_048.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_049.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
synthetic_neg_050.tif,synthetic,,,,,,,EPSG:4326,128,128,16.37,,,,0
